,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
252,Claim PPS Capital Outlier Amount,"Effective 3/2/92, the amount of the outlier portion of the PPS payment for capital. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_PPS_OUTLIER_AMT').exists()).amount.value,40.11,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_PPS_OUTLIER_AMT,,"['FISS', 'NCH']",,,['CLM_PPS_CPTL_OUTLIER_AMT'],['CMS']
253,Claim PPS Old Capital Hold Harmless Amount,"Effective 3/2/92, this amount is the hold harmless amount payable for old capital as computed by Pricer for providers with a payment code equal to A. The hold harmless amount for old capital is 100 percent of the reasonable costs of old capital for sole community hospitals, or 85 percent of the reasonable costs associated with old capital for all other hospitals, plus a payment for new capital. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_PPS_CPTL_HRMLS_AMT').exists()).amount.value,13.31,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_PPS_CPTL_HRMLS_AMT,,"['FISS', 'NCH']",,,['CLM_PPS_OLD_CPTL_HLD_HRMLS_AMT'],['CMS']
254,Claim PPS Indicator Code FISS,Claim PPS Indicator Code FISS,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_PPS_IND_CD').exists()).code.coding.code,2,,V2_MDCR_CLM_FISS,CLM_PPS_IND,,['FISS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PPS-IND-CD,,,['CMS']
255,Claim PPS Indicator Code,"Effective with NCH version H, the code indicating whether or not (1) the claim is PPS and/or (2) the beneficiary is a deemed insured Medicare Qualified Government Employee (MQGE). Note: Beginning with NCH weekly process date 10/3/97 through 5/29/98, this field was populated with only the PPS indicator. Beginning with NCH weekly process date 6/5/98, this field was additionally populated with the deemed MQGE indicator. Claims processed prior to 10/3/97 will contain spaces. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_PPS_IND_CD').exists()).code.coding.code,2,,V2_MDCR_CLM_INSTNL,CLM_PPS_IND_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PPS-IND-CD,,['CLM_PPS_IND_CD'],['CMS']
256,Claim Total PPS Capital Amount,"The total amount that is payable for capital PPS for the claim. This is the sum of the capital hospital specific portion, federal specific portion, outlier portion, disproportionate share portion, indirect medical education portion, exception payments, and hold harmless payments. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_PPS_CPTL_TOT_AMT').exists()).amount.value,11.11,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_PPS_CPTL_TOT_AMT,,"['FISS', 'NCH']",,,['CLM_TOT_PPS_CPTL_AMT'],['CMS']
257,Utilization Day Count,"The number of inpatient days covered by the primary provider. For Medicare IP and hospice, the number of covered days of care that are chargeable to Medicare facility utilization that includes full days, coinsurance days, and lifetime reserve days. [HRMZ]",ExplanationOfBenefit,"['Hospice', 'Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_INSTNL_CVRD_DAY_CNT').exists()).value,30,,V2_MDCR_CLM_INSTNL,CLM_INSTNL_CVRD_DAY_CNT,,"['FISS', 'NCH']",,,,['CMS']
258,FI Number,A number assigned by Centers for Medicare and Medicaid Services (CMS) identifying a Medicare Administrative Contractor (MAC) authorized to process Medicare claims. Reference table: CLM_CNTRCTR_NUM,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_CNTRCTR_NUM').exists()).code.coding.code,10312,,V2_MDCR_CLM,CLM_CNTRCTR_NUM,,"['FISS', 'MCS', 'NCH', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-CNTRCTR-NUM,"['CCLF1.CLM_CNTRCTR_NUM', 'CCLF5.CLM_CNTRCTR_NUM']","['CARR_NUM', 'FI_NUM']",['CMS']
259,The code outlining the primary payer.,A code identifying the coverage type of the primary payer when Medicare is the secondary payer as defined by the Common Working File (CWF). Reference table: CLM_NCH_PRMRY_PYR_CD,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NCH_PRMRY_PYR_CD').exists()).code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PRMRY-PYR-CD').code,I,,V2_MDCR_CLM,CLM_NCH_PRMRY_PYR_CD,,"['FISS', 'MCS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-NCH-PRMRY-PYR-CD,['CCLF1.CLM_NCH_PRMRY_PYR_CD'],['NCH_PRMRY_PYR_CD'],['CMS']
260,Primary Payer Paid Amount,"The amount of a payment made on behalf of a Medicare beneficiary by a primary payer other than Medicare, that the provider is applying to covered Medicare charges on an institutional, carrier, or DMERC claim. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_INSTNL_PRMRY_PYR_AMT').exists()).amount.value,50.5,,V2_MDCR_CLM_INSTNL,CLM_MDCR_INSTNL_PRMRY_PYR_AMT,,['NCH'],,,['NCH_PRMRY_PYR_CLM_PD_AMT'],['CMS']
261,Rendering Physician NPI - Header Level,"A number identifying the National Provider Identifier (NPI) of the provider who rendered the service, as sourced from the National Plan and Provider Enumeration System (NPPES). Note: This column is populated for certain types of claims where the same rendering provider NPI applies to all lines of the claim, and if the rendering provider NPI on the claim, as provided by the source system, can be found in the Integrated Deposit Repository (IDR) provider data as sourced from NPPES.",ExplanationOfBenefit,"['HHA', 'Inpatient', 'SNF']",ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'rendering').exists()).provider.identifier.value,1942945159,,V2_MDCR_CLM,PRVDR_RNDRNG_PRVDR_NPI_NUM,,"['FISS', 'NCH']",,,,"['Basis', 'Regular', 'CMS']"
262,Rendering Provider NPI Number - Line Level,"A number identifying the National Provider Identifier (NPI) of the provider who rendered the service, as sourced from the National Plan and Provider Enumeration System (NPPES). Note: This column is populated if the rendering provider NPI on the claim, as provided by the source system, can be found in the Integrated Deposit Repository (IDR) provider data as sourced from NPPES.",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'rendering').exists()).provider.identifier.value,1942945159,This can be either the same or different as the other rendering provider fields. An alternative way to connect the nodes is to refer to the relevant careTeam sequence and then get the Provider's NPI from there.,V2_MDCR_CLM_LINE,PRVDR_RNDRNG_PRVDR_NPI_NUM,,"['MCS', 'NCH']",,"['CCLF5.RNDRG_PRVDR_NPI_NUM', 'CCLF5.CLM_RNDRG_PRVDR_NPI_NUM']","['CARR_LINE_PRFRMG_NPI_NUM', 'RNDRNG_PHYSN_NPI', 'PRF_PHYSN_NPI']","['Basis', 'Regular', 'CMS']"
263,Professional Component Charge,"For inpatient and outpatient claims, the amount of physician and other professional charges covered under Medicare Part B (e.g., if computing interim payment these charges are deducted).",ExplanationOfBenefit,"['Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_INSTNL_PRFNL_AMT').exists()).amount.value,93.22,,V2_MDCR_CLM_INSTNL,CLM_INSTNL_PRFNL_AMT,,['NCH'],,['CCLFA.CLM_INSTNL_PRFNL_AMT'],['NCH_PROFNL_CMPNT_CHRG_AMT'],['CMS']
264,Blood Deductible Liability Amount,An amount identifying the portion of the blood deductible a beneficiary is liable for.,ExplanationOfBenefit,"['Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_BLOOD_LBLTY_AMT').exists()).amount.value,121.1,,V2_MDCR_CLM,CLM_BLOOD_LBLTY_AMT,,"['FISS', 'NCH']",,['CCLFA.CLM_BLOOD_LBLTY_AMT'],['NCH_BENE_BLOOD_DDCTBL_LBLTY_AM'],['CMS']
265,Deductible Amount,"The amount of the deductible the beneficiary paid for inpatient services, as originally submitted on the institutional claim. [NCH] NCH derivation: Derived from CLM_VAL_CD and CLM_VAL_AMT. Derivation rule: Based on the presence of value code equal to A1, B1, or C1, move the corresponding value amount to the NCH_BENE_IP_DDCTBL_AMT. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_BENE_DDCTBL_AMT').exists()).amount.value,19.11,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_BENE_DDCTBL_AMT,,['NCH'],,['CCLFA.CLM_MDCR_IP_BENE_DDCTBL_AMT'],['NCH_BENE_IP_DDCTBL_AMT'],['CMS']
266,Part A/B Coinsurance Liability Amount,An amount identifying the portion applied toward the coinsurance a beneficiary is responsible for.,ExplanationOfBenefit,"['Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.total.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication' and code='coinsurance').exists() and category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_COINSRNC_AMT').exists()).amount.value,9.82,,V2_MDCR_CLM,CLM_MDCR_COINSRNC_AMT,,"['FISS', 'NCH', 'VMS']",,['CCLFA.CLM_MDCR_COINSRNC_AMT'],"['NCH_BENE_PTA_COINSRNC_LBLTY_AM', 'NCH_BENE_PTB_COINSRNC_AMT']","['Regular', 'CMS']"
267,Other Physician NPI,A number identifying the National Provider Identifier (NPI) of another provider as sourced from the NPI crosswalk reference information provided by the National Plan and Provider Enumeration System (NPPES).,ExplanationOfBenefit,"['Carrier', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'otheroperating').exists()).provider.identifier.value or ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'supervisor').exists()).provider.identifier.value,,"This element traditionally refers to institutional claims. However, processing professional claims also populate the ""supervisor"" value for professional claims with a supervision relationship (eg MD supervising NP).",V2_MDCR_CLM,PRVDR_OTHR_PRVDR_NPI_NUM,,"['FISS', 'MCS', 'NCH']",,"['CCLF1.OTHR_PRVDR_NPI_NUM', 'CCLF1.CLM_OTHR_PRVDR_NPI_NUM']",['OT_PHYSN_NPI'],"['Basis', 'Regular', 'CMS']"
268,DRG Outlier Approved Payment Amount,"On an institutional claim, the additional payment amount approved by the peer review organization due to an outlier situation for a beneficiary's stay under the prospective payment system, which has been classified into a specific diagnosis related group. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_INSTNL_DRG_OUTLIER_AMT').exists()).amount.value,15.89,,V2_MDCR_CLM_INSTNL,CLM_INSTNL_DRG_OUTLIER_AMT,,"['FISS', 'NCH']",,,['NCH_DRG_OUTLIER_APRVD_PMT_AMT'],['CMS']
269,Provider Number (OSCAR/CCN),A number assigned to a billing provider by the Centers for Medicare and Medicaid Services (CMS) verifying that the provider is Medicare certified and for what types of services. Note: The OSCAR was renamed to CMS Certification Number (CCN) in 2007 by CMS.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.contained.where(id = %root.provider.reference.substring(1)).identifier.where(system='http://terminology.hl7.org/NamingSystem/CCN').value,,"This will sometimes be populated on Practitioners, even though individuals cannot be assigned an OSCAR number.",V2_MDCR_CLM,CLM_BLG_PRVDR_OSCAR_NUM,,"['FISS', 'NCH']",,"['CCLF1.PRVDR_OSCAR_NUM', 'CCLF1.CLM_BLG_PRVDR_OSCAR_NUM', 'CCLF2.PRVDR_OSCAR_NUM', 'CCLF2.CLM_FAC_PRVDR_OSCAR_NUM', 'CCLF3.PRVDR_OSCAR_NUM', 'CCLF3.CLM_BLG_PRVDR_OSCAR_NUM', 'CCLF4.PRVDR_OSCAR_NUM', 'CCLF4.CLM_BLG_PRVDR_OSCAR_NUM']",['PRVDR_NUM'],"['Basis', 'Regular', 'CMS']"
270,Outpatient Beneficiary Payment Amount,"Effective with NCH version H, the amount paid, from the Medicare Trust Fund, to the beneficiary for the services reported on the outpatient claim. Note: Beginning with NCH weekly process date 10/3/97 this field was populated with data. Claims processed prior to 10/3/97 will contain zeroes in this field. [NCH]",ExplanationOfBenefit,['Outpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_BENE_PD_AMT').exists()).amount.value,,The processing-equivalent field is CLM_BENE_PD_AMT for institutional claims.,V2_MDCR_CLM_INSTNL,CLM_MDCR_INSTNL_BENE_PD_AMT,,['NCH'],,,['CLM_OP_BENE_PMT_AMT'],"['Regular', 'CMS']"
271,Provider Payment Amount,An amount identifying the total payment made to a provider/supplier for services rendered on an individual claim.,ExplanationOfBenefit,"['Carrier', 'DME', 'Outpatient']",ExplanationOfBenefit.total.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication' and code='paidtoprovider').exists() and category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_PRVDR_PMT_AMT').exists()).amount.value,11.11,,V2_MDCR_CLM,CLM_PRVDR_PMT_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,,"['CLM_OP_PRVDR_PMT_AMT', 'NCH_CLM_PRVDR_PMT_AMT']","['Regular', 'CMS']"
272,Revenue Center Discount Indicator Code,"Effective with NCH version I, this code represents a factor that specifies the amount of any APC discount. The discounting factor is applied to a line item with a service indicator (part of the REV_CNTR_PMT_MTHD_IND_CD) of T. The flag is applicable when more than one significant procedure is performed. If there is no discounting the factor will be 1.0. [NCH] Note 1: This field is populated for those claims that are required to process through outpatient PPS Pricer. The types of bills (TOB) required to process through are: 12X, 13X, 14X (except Maryland providers, Indian health providers, hospitals located in American Samoa, Guam, and Saipan, and critical access hospitals (CAH)); 76X; 75X and 34X if certain HCPCS are on the bill; and any outpatient type of bill with a condition code 07 and certain HCPCS. These claim types could have lines that are not required to price under OPPS rules so those lines would not have data in this field. Additional exception: Virgin Island hospitals and hospitals that furnish only inpatient Part B services with dates of service 1/1/02 and forward. Note 2: It has been discovered that this field may be populated with data on claims with dates of service prior to 7/00 (implementation of claim line expansion OPPS/HHPPS). The original understanding of the new revenue center fields was that data would be populated on claims with dates of service 7/00 and forward. Data has been found in claims with dates of service prior to 7/00 because the standard systems have processed any claim coming in 7/00 and after, meeting the above criteria, through the Outpatient Code Editor (OCE) regardless of the dates of service. Note 3: Values D, U, and T represent the following: D = Discounting fraction (currently 0.5). U = Number of units. T = Terminated procedure discount (currently 0.5).",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-REV-DSCNT-IND-CD').value.code,1,,V2_MDCR_CLM_LINE_INSTNL,CLM_REV_DSCNT_IND_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-REV-DSCNT-IND-CD,,['REV_CNTR_DSCNT_IND_CD'],['CMS']
273,Revenue Center Obligation to Accept As Full Payment Code,"Effective with version I, indication that the provider was obligated to accept as full payment the amount received from the primary (or secondary) payer.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-OTAF-ONE-IND-CD').value.code,Y,,V2_MDCR_CLM_LINE_INSTNL,CLM_OTAF_ONE_IND_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-OTAF-IND-CD,,['REV_CNTR_OTAF_PMT_CD'],['CMS']
